ID,Host Name,Collection Date,Individual Sandwiches,Group Sandwiches,Group Collections Detail,Total Sandwiches,Submitted At,Created By
3464,"Groups","2025-10-05",0,300,"Emory Sorority and Fraternity Life event: 300",300,"10/8/2025, 12:01:32 AM","Christine Cooper Nowicki"
3465,"Groups","2025-10-05",0,1000,"Compassion in Action Project: 1000",1000,"10/8/2025, 12:02:38 AM","Christine Cooper Nowicki"
3463,"UGA","2025-10-05",0,300,"The Compassion in Action Project: 300",300,"10/6/2025, 4:42:32 PM","Anna Baylin"
3461,"Groups","2025-10-04",0,163,"NCL North East Atlanta 7th graders: 163",163,"10/4/2025, 12:43:02 PM","Christine Cooper Nowicki"
3455,"Dunwoody/PTC","2025-10-02",668,0,"",668,"10/2/2025, 11:02:38 AM","Lisa Hiles"
3460,"East Cobb/Roswell","2025-10-02",425,420,"Indian Hills: 219; Becky's Group: 201",845,"10/2/2025, 5:11:14 PM","Vicki Tropauer"
3453,"Sandy Springs/Chastain","2025-10-02",323,0,"",323,"10/2/2025, 7:59:30 AM","Jen Cohen"
3454,"Dacula","2025-10-01",60,61,"Dacula HS Key Club: 61",121,"10/2/2025, 9:01:53 AM","Veronica Pennington"
3462,"Flowery Branch","2025-10-01",49,373,"Flowery Branch Honor Society: 213; Church of Jesus Christ of Latter Day Saints: 58; The Retreat: 58; Empty Nesters: 44",422,"10/6/2025, 3:44:17 PM","Kristina McCarthney"
3456,"Groups","2025-10-01",0,1970,"Cox Media: 170; Swift school: 350; Westminster MS Football: 450; Roswell Prebyterian Church (Alpha Phi Alpha): 1000",1970,"10/2/2025, 11:18:09 AM","Christine Cooper Nowicki"
3459,"Groups","2025-09-30",0,400,"The National Christian Foundation: 200; Holy Innocents Episcopal School: 200",400,"10/2/2025, 11:23:06 AM","Christine Cooper Nowicki"
3458,"Groups","2025-09-29",0,500,"MCIC Vermont: 500",500,"10/2/2025, 11:21:21 AM","Christine Cooper Nowicki"
3457,"Groups","2025-09-28",0,238,"Emory STD sorority: 238",238,"10/2/2025, 11:20:36 AM","Christine Cooper Nowicki"
3393,"Dunwoody/PTC","2025-09-26",0,500,"Marist School, 9th Grade Retreat: 500",500,"9/29/2025, 4:50:08 PM","Lisa Hiles"
3385,"Sandy Springs/Chastain","2025-09-25",508,0,"",508,"9/25/2025, 8:24:22 AM","Jen Cohen"
3392,"Dunwoody/PTC","2025-09-25",963,950,"Lion's Club/Elevance Health: 950",1913,"9/29/2025, 4:49:10 PM","Lisa Hiles"
3451,"Groups","2025-09-25",0,300,"Logic Speak: 300",300,"10/1/2025, 5:50:11 PM","Katie Long"
3452,"Groups","2025-09-25",0,297,"Pope High School Volleyball: 297",297,"10/1/2025, 5:50:41 PM","Katie Long"
3390,"Collective Learning","2025-09-24",300,0,"",300,"9/28/2025, 1:20:56 AM","Katie (Admin) Long"
3386,"Dacula","2025-09-24",96,226,"Dacula United Methodist Church: 226",322,"9/25/2025, 10:31:13 AM","Veronica Pennington"
3387,"Alpharetta","2025-09-24",1467,0,"",1467,"9/25/2025, 10:58:13 AM","Nancy Miller"
3450,"Groups","2025-09-24",0,200,"Kennesaw Hillel: 200",200,"10/1/2025, 5:49:37 PM","Katie Long"
3421,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2025-09-24",417,941,"Christ The King: 240; Brookhaven Rotary Club: 175; St. Francis HS: 16; Christ The King: 180; State Creek Bank: 192; NCL Peachtree / Paces: 138",1358,"10/1/2025, 8:36:05 AM","Jordan Glick"
3389,"East Cobb/Roswell","2025-09-24",314,295,"Indian Hills: 182; 2nd Baptism Smyrna: 113",609,"9/25/2025, 8:31:48 PM","Vicki Tropauer"
3449,"Groups","2025-09-24",0,200,"Aulick Engineering: 200",200,"10/1/2025, 5:49:03 PM","Katie Long"
3394,"Flowery Branch","2025-09-24",20,207,"The Retreat: 38; Empty Nesters: 44; The sandwich girls: 125",227,"9/29/2025, 5:41:47 PM","Kristina McCarthney"
3448,"Groups","2025-09-22",0,400,"Allied World: 400",400,"10/1/2025, 5:48:17 PM","Katie Long"
3382,"Flowery Branch","2025-09-20",102,128,"Garrad Construction: 84; The Retreat: 44",230,"9/20/2025, 1:04:16 PM","Kristina McCarthney "
3447,"Groups","2025-09-20",0,150,"Girl Scouts: 150",150,"10/1/2025, 5:47:56 PM","Katie Long"
3446,"Groups","2025-09-20",0,250,"Dunwoody UMC (NCL 2028): 250",250,"10/1/2025, 5:47:32 PM","Katie Long"
3379,"Dacula","2025-09-18",100,117,"Dacula High Key Club: 117",217,"9/18/2025, 7:35:13 AM","Veronica Pennington"
3384,"Dunwoody/PTC","2025-09-18",352,0,"",352,"9/23/2025, 5:21:03 PM","Lisa Hiles"
3380,"Sandy Springs/Chastain","2025-09-18",278,0,"",278,"9/18/2025, 8:19:54 AM","Jen Cohen"
3391,"Collective Learning","2025-09-17",300,0,"",300,"9/28/2025, 1:21:18 AM","Katie (Admin) Long"
3445,"Groups","2025-09-17",0,200,"Cherokee Indivisible: 200",200,"10/1/2025, 3:42:49 PM","Katie Long"
3443,"Groups","2025-09-17",0,300,"Church of Jesus Christ of Latter Day Saints: 300",300,"10/1/2025, 3:41:58 PM","Katie Long"
3388,"Alpharetta","2025-09-17",1504,388,"Franklin convey: 200; american heritage girls: 188",1892,"9/25/2025, 11:03:39 AM","Nancy Miller"
3377,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2025-09-17",371,685,"NCL SS: 40; SMES: 85; NCL SS: 32; Emory: 228; Compassion Atlanta: 300",1056,"9/18/2025, 7:30:56 AM","Jordan Glick"
3444,"Groups","2025-09-17",0,800,"IHG: 800",800,"10/1/2025, 3:42:27 PM","Katie Long"
3381,"East Cobb/Roswell","2025-09-17",540,366,"Grace Resurrection: 150; Indian Hills: 216",906,"9/18/2025, 6:10:15 PM","Vicki Tropauer"
3420,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2025-09-17",414,685,"Compassion Action: 300; NCL SS: 40; SMES: 85; NCL SS: 32; Emory Sorority: 228",1099,"10/1/2025, 8:33:46 AM","Jordan Glick"
3442,"Groups","2025-09-16",0,500,"Pepsi: 500",500,"10/1/2025, 3:41:25 PM","Katie Long"
3441,"Groups","2025-09-16",0,150,"Village Oaks Subdivision: 150",150,"10/1/2025, 3:40:57 PM","Katie Long"
3440,"Groups","2025-09-16",0,250,"Alpha Phi Omega: 250",250,"10/1/2025, 3:40:28 PM","Katie Long"
3438,"Groups","2025-09-13",0,360,"Interfaith Festival: 360",360,"10/1/2025, 3:38:45 PM","Katie Long"
3374,"East Cobb/Roswell","2025-09-13",0,200,"Grace Resurrection Church: 200",200,"9/13/2025, 11:00:14 PM","Katie (Admin) Long"
3375,"Dunwoody/PTC","2025-09-13",0,230,"Iota Sigma Chi Christian Sorority, Inc- AGAPE: 230",230,"9/13/2025, 11:01:29 PM","Katie (Admin) Long"
3439,"Groups","2025-09-13",0,100,"Girl Scouts 25142: 100",100,"10/1/2025, 3:39:42 PM","Katie Long"
3373,"East Cobb/Roswell","2025-09-12",0,200,"KSU Hillel: 200",200,"9/13/2025, 10:59:22 PM","Katie (Admin) Long"
3365,"Sandy Springs/Chastain","2025-09-11",371,0,"",371,"9/11/2025, 3:09:56 PM","Jen Cohen"
3383,"Dunwoody/PTC","2025-09-11",378,0,"",378,"9/23/2025, 5:19:40 PM","Lisa Hiles"
3376,"Flowery Branch","2025-09-10",12,40,"The Retreat: 40",52,"9/17/2025, 5:10:43 PM","Kristina McCarthney "
3368,"East Cobb/Roswell","2025-09-10",575,610,"Indian Hills: 198; Lassiter High School Sandwich Support Circle: 232; Etz Chaim Chavurah: 180",1185,"9/11/2025, 7:38:14 PM","Vicki Tropauer"
3378,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2025-09-10",662,860,"IHM: 860",1522,"9/18/2025, 7:34:46 AM","Jordan Glick"
3437,"Groups","2025-09-10",0,300,"Holy Innocents: 300",300,"10/1/2025, 3:37:56 PM","Katie Long"
3366,"Alpharetta","2025-09-10",1094,0,"",1094,"9/11/2025, 5:15:44 PM","Nancy Miller"
3364,"Dacula","2025-09-10",47,261,"Dacula United Methodist Church: 261",308,"9/11/2025, 1:02:46 PM","Veronica Pennington"
3436,"Groups","2025-09-09",0,250,"Seyfarth Shaw: 250",250,"10/1/2025, 3:37:34 PM","Katie Long"
3435,"Groups","2025-09-08",0,300,"Homeowner's Financial Group: 300",300,"10/1/2025, 3:34:38 PM","Katie Long"
3434,"Groups","2025-09-07",0,300,"Westminster: 300",300,"10/1/2025, 3:34:00 PM","Katie Long"
3433,"Groups","2025-09-06",0,200,"St. Mary's Church: 200",200,"10/1/2025, 3:33:38 PM","Katie Long"
3432,"Groups","2025-09-06",0,200,"Prince of Peace Lutheran Church: 200",200,"10/1/2025, 3:33:10 PM","Katie Long"
3360,"Sandy Springs/Chastain","2025-09-05",321,0,"",321,"9/5/2025, 11:58:02 AM","Jen Cohen"
3356,"Dunwoody/PTC","2025-09-04",844,1000,"Roswell Presbyterian Chruch: 1000",1844,"9/4/2025, 12:59:03 PM","Stephanie Luis"
3357,"Dunwoody/PTC","2025-09-04",495,0,"",495,"9/4/2025, 5:00:12 PM","Lisa Hiles"
3362,"Flowery Branch","2025-09-03",148,112,"Empty Nesters: 40; The Retreat: 72",260,"9/9/2025, 11:01:26 AM","Kristina McCarthney "
3358,"UGA","2025-09-03",0,100,"Hillel: 100",100,"9/4/2025, 5:21:58 PM","James Satterfield"
3367,"Alpharetta","2025-09-03",612,0,"",612,"9/11/2025, 5:17:27 PM","Nancy Miller"
3363,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2025-09-03",836,120,"NCL Peachtree Paces: 120",956,"9/9/2025, 12:35:38 PM","Jordan Glick"
3361,"Collective Learning","2025-09-03",300,0,"",300,"9/9/2025, 2:08:14 AM","Admin User"
3359,"East Cobb/Roswell","2025-09-03",531,320,"Judy's group: 180; Becky's group: 140",851,"9/5/2025, 7:27:34 AM","Vicki Tropauer"
3355,"Dacula","2025-09-03",65,0,"",65,"9/3/2025, 7:38:21 PM","Veronica Pennington"
3345,"Dunwoody/PTC","2025-08-30",391,1000,"Walker & Dunlop: 1000",1391,"8/30/2025, 5:59:34 PM","Lisa Hiles"
3431,"Groups","2025-08-29",0,500,"Volunteer Emory: 500",500,"10/1/2025, 3:32:41 PM","Katie Long"
3343,"Sandy Springs/Chastain","2025-08-28",439,0,"",439,"8/28/2025, 9:09:31 AM","Jen Cohen"
3344,"East Cobb/Roswell","2025-08-28",641,199,"Judy's group: 199",840,"8/28/2025, 2:02:05 PM","Vicki Tropauer"
3351,"Alpharetta","2025-08-27",2084,452,"Crye-Leike: 452",2536,"9/1/2025, 7:35:06 AM","Nancy Miller"
3354,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2025-08-27",651,113,"NCL: 113",764,"9/2/2025, 12:16:59 PM","Jordan Glick"
3348,"Collective Learning","2025-08-27",275,0,"",275,"8/31/2025, 10:08:17 PM","Katie (Admin) Long"
3353,"Dunwoody/PTC","2025-08-27",631,880,"Christ The King School: 880",1511,"9/1/2025, 2:16:05 PM","Katie (Admin) Long"
3342,"Dacula","2025-08-27",82,0,"",82,"8/28/2025, 7:43:38 AM","Veronica Pennington"
3430,"Groups","2025-08-26",0,200,"QGenda/CEBS: 200",200,"10/1/2025, 3:28:47 PM","Katie Long"
3429,"Groups","2025-08-23",0,500,"Simpsonwood UMC: 500",500,"10/1/2025, 3:27:59 PM","Katie Long"
3341,"Dunwoody/PTC","2025-08-21",999,760,"PJ Library: 230; RELEX Solution: 530",1759,"8/26/2025, 11:53:46 AM","Stephanie Luis"
3335,"Dunwoody/PTC","2025-08-21",500,0,"",500,"8/22/2025, 5:08:25 PM","Lisa Hiles"
3334,"East Cobb/Roswell","2025-08-21",752,362,"Grace Resurrection Church: 150; Judy's friend group: 212",1114,"8/21/2025, 9:22:44 PM","Vicki Tropauer"
3331,"Sandy Springs/Chastain","2025-08-21",279,0,"",279,"8/21/2025, 7:58:10 AM","Jen Cohen"
3332,"Alpharetta","2025-08-20",800,0,"",800,"8/21/2025, 11:22:33 AM","Nancy Miller"
3333,"Dacula","2025-08-20",49,0,"",49,"8/21/2025, 11:59:00 AM","Veronica Pennington"
3336,"Flowery Branch","2025-08-20",132,0,"",132,"8/24/2025, 11:30:06 PM","Katie (Main) Long"
3339,"Collective Learning","2025-08-20",250,0,"",250,"8/24/2025, 11:32:23 PM","Katie (Main) Long"
3340,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2025-08-20",905,0,"",905,"8/25/2025, 7:39:55 AM","Jordan Glick"
3428,"Groups","2025-08-19",0,230,"PJ Library + Mahjong: 230",230,"10/1/2025, 3:27:20 PM","Katie Long"
3326,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2025-08-18",1155,180,"The moishe house: 180",1335,"8/18/2025, 6:20:37 AM","Jordan Glick"
3248,"Sandy Springs","2025-08-14",611,0,"",611,"8/14/2025, 7:41:22 AM","Jen Cohen"
3249,"East Cobb/Roswell","2025-08-14",858,0,"",858,"8/14/2025, 10:35:10 AM","Vicki Tropauer"
3325,"Dunwoody/PTC","2025-08-14",628,0,"",628,"8/17/2025, 11:41:41 AM","Lisa Hiles"
3337,"Flowery Branch","2025-08-13",389,0,"",389,"8/24/2025, 11:30:38 PM","Katie (Main) Long"
3324,"Dacula","2025-08-13",80,0,"",80,"8/16/2025, 1:21:24 PM","Veronica Pennington"
3330,"Alpharetta","2025-08-13",985,395,"Pure insurance: 395",1380,"8/20/2025, 8:32:25 AM","Nancy Miller"
3327,"Dunwoody/PTC","2025-08-13",772,0,"",772,"8/18/2025, 11:38:06 AM","Stephanie Luis"
3349,"Collective Learning","2025-08-13",275,0,"",275,"8/31/2025, 10:08:37 PM","Katie (Admin) Long"
3427,"Groups","2025-08-13",0,500,"CRI: 500",500,"10/1/2025, 3:26:37 PM","Katie Long"
3426,"Groups","2025-08-12",0,220,"Freese & Nichols: 220",220,"10/1/2025, 3:26:24 PM","Katie Long"
3240,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2025-08-08",922,0,"",922,"8/8/2025, 7:56:46 AM","Jordan Glick"
3242,"Dunwoody/PTC","2025-08-08",312,700,"Marist School- Tuesday/Wednesday total: 700",1012,"8/8/2025, 2:12:24 PM","Lisa Hiles"
3239,"Sandy Springs","2025-08-07",55,0,"",55,"8/7/2025, 9:11:28 AM","Jen Cohen"
3350,"Collective Learning","2025-08-07",275,0,"",275,"8/31/2025, 10:08:59 PM","Katie (Admin) Long"
3352,"Dunwoody/PTC","2025-08-06",770,0,"",770,"9/1/2025, 2:10:01 PM","Katie (Admin) Long"
3328,"Alpharetta","2025-08-06",1138,0,"",1138,"8/18/2025, 3:58:27 PM","Nancy Miller"
3243,"East Cobb/Roswell","2025-08-06",668,355,"Judy's Group: 182; Free Chapel Alpharetta-By His Hands Ministry: 173",1023,"8/9/2025, 9:10:42 AM","Vicki Tropauer"
3241,"Dacula","2025-08-06",60,0,"",60,"8/8/2025, 8:58:20 AM","Veronica Pennington"
3425,"Groups","2025-08-05",0,350,"Marist Football Seniors: 350",350,"10/1/2025, 3:26:07 PM","Katie Long"
3424,"Groups","2025-08-04",0,350,"Marist Football Underclass: 350",350,"10/1/2025, 3:25:45 PM","Katie Long"
3372,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2025-08-03",0,500,"Slow Food Atlanta: 500",500,"9/12/2025, 8:50:41 PM","Admin User"
3371,"Dunwoody/PTC","2025-08-03",0,300,"Cooper Lake Place neighborhood event: 300",300,"9/12/2025, 8:43:05 PM","Stephanie Luis"
3423,"Groups","2025-08-02",0,500,"Slow Food Atlanta: 500",500,"10/1/2025, 3:23:30 PM","Katie Long"
3422,"Groups","2025-08-01",0,300,"Cooper Lake Place: 300",300,"10/1/2025, 3:23:09 PM","Katie Long"
3220,"East Cobb/Roswell","2025-07-31",1295,180,"Judy's Group: 180",1475,"7/31/2025, 3:09:40 PM","Vicki Tropauer"
3224,"Dunwoody/PTC","2025-07-31",946,0,"",946,"8/1/2025, 8:15:56 AM","Lisa Hiles"
3225,"Sandy Springs","2025-07-31",499,0,"",499,"8/1/2025, 8:43:52 AM","Jen Cohen"
3419,"Groups","2025-07-30",0,600,"CA South LLC: 600",600,"9/30/2025, 10:02:20 PM","Katie Long"
3259,"Groups","2025-07-30",180,0,"",180,"8/14/2025, 2:09:55 PM","Data Recovery"
3236,"Alpharetta","2025-07-30",2002,0,"",2002,"8/3/2025, 8:33:14 AM","Nancy Miller"
3246,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2025-07-30",1102,0,"",1102,"8/13/2025, 9:42:28 PM","Katie (Main) Long"
3250,"Collective Learning","2025-07-30",275,0,"",275,"8/14/2025, 2:04:16 PM","Katie (Main) Long"
3238,"Dunwoody/PTC","2025-07-30",2110,500,"St Pius Football: 500",2610,"8/4/2025, 11:48:28 AM","Stephanie Luis"
3402,"Groups","2025-07-29",0,1000,"CRI: 1000",1000,"9/30/2025, 9:53:53 PM","Katie Long"
3418,"Groups","2025-07-29",0,500,"Smith Currie Oles LLP: 500",500,"9/30/2025, 10:01:46 PM","Katie Long"
3245,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2025-07-23",1237,0,"",1237,"8/13/2025, 9:38:16 PM","Katie (Main) Long"
3206,"Flowery Branch","2025-07-23",0,205,"The Retreat: 205",205,"7/30/2025, 2:41:42 PM","Katie (Main) Long"
3260,"Groups","2025-07-23",500,0,"",500,"8/14/2025, 2:09:55 PM","Data Recovery"
3207,"Sandy Springs","2025-07-23",575,0,"",575,"7/30/2025, 2:42:27 PM","Katie (Main) Long"
3257,"Alpharetta","2025-07-23",2002,0,"",2002,"8/14/2025, 2:08:46 PM","Katie (Main) Long"
3417,"Groups","2025-07-23",0,200,"Cowbell Cyber: 200",200,"9/30/2025, 10:01:19 PM","Katie Long"
3244,"East Cobb/Roswell","2025-07-23",2564,0,"",2564,"8/13/2025, 9:38:01 PM","Katie (Main) Long"
3251,"Collective Learning","2025-07-23",275,0,"",275,"8/14/2025, 2:06:04 PM","Katie (Main) Long"
3256,"Dunwoody/PTC","2025-07-23",2610,0,"",2610,"8/14/2025, 2:08:14 PM","Katie (Main) Long"
3400,"Groups","2025-07-22",0,1000,"Dunwoody Country Club: 1000",1000,"9/30/2025, 9:53:01 PM","Katie Long"
3401,"Groups","2025-07-22",0,1000,"Georgia Tech College of Computing: 1000",1000,"9/30/2025, 9:53:22 PM","Katie Long"
3416,"Groups","2025-07-22",0,200,"City Church Alpharetta: 200",200,"9/30/2025, 10:00:58 PM","Katie Long"
3415,"Groups","2025-07-20",0,200,"Denmark HS Cross Country: 200",200,"9/30/2025, 10:00:28 PM","Katie Long"
3163,"Sandy Springs","2025-07-16",893,0,"",893,"7/23/2025, 12:55:11 PM","Katie (Main) Long"
3211,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2025-07-16",1498,0,"",1498,"7/30/2025, 2:47:25 PM","Katie (Main) Long"
3161,"Dunwoody/PTC","2025-07-16",1297,0,"",1297,"7/17/2025, 3:27:58 PM","Admin User"
3208,"Flowery Branch","2025-07-16",0,213,"The Retreat: 213",213,"7/30/2025, 2:43:16 PM","Katie (Main) Long"
3398,"Groups","2025-07-16",0,1000,"CRH: 1000",1000,"9/30/2025, 9:51:51 PM","Katie Long"
3262,"Collective Learning","2025-07-16",275,0,"",275,"8/14/2025, 2:09:55 PM","Data Recovery"
3164,"East Cobb/Roswell","2025-07-16",2024,0,"",2024,"7/23/2025, 12:56:22 PM","Katie (Main) Long"
3165,"Alpharetta","2025-07-16",3120,0,"",3120,"7/23/2025, 12:56:45 PM","Katie (Main) Long"
3399,"Groups","2025-07-15",0,1200,"Salesforce: 1200",1200,"9/30/2025, 9:52:36 PM","Katie Long"
3414,"Groups","2025-07-15",0,500,"BrandSafeway: 500",500,"9/30/2025, 9:59:58 PM","Katie Long"
3410,"Groups","2025-07-15",0,200,"Voya: 200",200,"9/30/2025, 9:58:24 PM","Katie Long"
3411,"Groups","2025-07-15",0,200,"Hartman Simons & Woods LLP: 200",200,"9/30/2025, 9:58:47 PM","Katie Long"
3412,"Groups","2025-07-15",0,300,"CDC Occupational Health: 300",300,"9/30/2025, 9:59:16 PM","Katie Long"
3397,"Groups","2025-07-15",0,1000,"Jackson & Coker: 1000",1000,"9/30/2025, 9:51:07 PM","Katie Long"
3413,"Groups","2025-07-15",0,700,"Merrill Lynch: 700",700,"9/30/2025, 9:59:35 PM","Katie Long"
3408,"Groups","2025-07-14",0,400,"BlackRock: 400",400,"9/30/2025, 9:57:41 PM","Katie Long"
3409,"Groups","2025-07-14",0,200,"Sterling of Dunwoody: 200",200,"9/30/2025, 9:58:04 PM","Katie Long"
3396,"Groups","2025-07-14",0,1000,"Bennett Thrasher: 1000",1000,"9/30/2025, 9:50:02 PM","Katie Long"
3407,"Groups","2025-07-11",0,600,"Church of Jesus Christ Latter Day Saints: 600",600,"9/30/2025, 9:57:24 PM","Katie Long"
3395,"Groups","2025-07-10",0,1000,"Kahua: 1000",1000,"9/30/2025, 9:28:17 PM","Katie Long"
3406,"Groups","2025-07-10",0,220,"Wellstar Kennestone Emergency: 220",220,"9/30/2025, 9:56:57 PM","Katie Long"
3405,"Groups","2025-07-10",0,200,"Warren Boys and Girls Club: 200",200,"9/30/2025, 9:56:20 PM","Katie Long"
3155,"East Cobb/Roswell","2025-07-09",2237,0,"",2237,"7/17/2025, 3:26:39 PM","Admin User"
3209,"Flowery Branch","2025-07-09",0,285,"The Retreat: 285",285,"7/30/2025, 2:43:33 PM","Katie (Main) Long"
3404,"Groups","2025-07-09",0,500,"Cargill: 500",500,"9/30/2025, 9:55:52 PM","Katie Long"
3403,"Groups","2025-07-09",0,600,"Balbec Capitol LP: 600",600,"9/30/2025, 9:55:22 PM","Katie Long"
3160,"Collective Learning","2025-07-09",250,0,"",250,"7/17/2025, 3:27:47 PM","Admin User"
3158,"Sandy Springs","2025-07-09",350,0,"",350,"7/17/2025, 3:27:25 PM","Admin User"
3157,"Dunwoody/PTC","2025-07-09",1240,0,"",1240,"7/17/2025, 3:27:04 PM","Admin User"
3156,"Alpharetta","2025-07-09",1185,0,"",1185,"7/17/2025, 3:26:55 PM","Admin User"
3159,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2025-07-09",528,0,"",528,"7/17/2025, 3:27:38 PM","Admin User"
3338,"Flowery Branch","2025-07-03",485,0,"",485,"8/24/2025, 11:31:11 PM","Katie (Main) Long"
3005,"Sandy Springs","2025-06-26",667,0,"",667,"6/27/2025, 5:06:51 PM","Admin User"
3171,"Groups","2025-06-26",0,3260,"Groups: 3260",3260,"7/23/2025, 7:52:59 PM","Katie (Main) Long"
3137,"Dunwoody/PTC","2025-06-26",2991,0,"",2991,"7/2/2025, 10:29:50 PM","Admin User"
3002,"Alpharetta","2025-06-26",2466,0,"",2466,"6/27/2025, 5:02:30 PM","Admin User"
3139,"Flowery Branch","2025-06-26",0,209,"The Retreat: 209",209,"7/2/2025, 10:31:07 PM","Admin User"
3138,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2025-06-26",1047,1312,"NCL: 1312",2359,"7/2/2025, 10:30:56 PM","Admin User"
3004,"East Cobb/Roswell","2025-06-26",1960,0,"",1960,"6/27/2025, 5:03:52 PM","Admin User"
3252,"Collective Learning","2025-06-26",300,0,"",300,"8/14/2025, 2:06:22 PM","Katie (Main) Long"
3210,"Flowery Branch","2025-06-25",0,209,"The Retreat: 209",209,"7/30/2025, 2:44:35 PM","Katie (Main) Long"
3204,"Flowery Branch","2025-06-19",0,275,"The Retreat: 275",275,"7/30/2025, 2:35:22 PM","Katie (Main) Long"
3172,"Groups","2025-06-19",0,2950,"Groups: 2950",2950,"7/23/2025, 7:53:31 PM","Katie (Main) Long"
2997,"Dunwoody/PTC","2025-06-19",1889,0,"",1889,"6/27/2025, 5:00:28 PM","Admin User"
3203,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2025-06-19",1312,0,"",1312,"7/30/2025, 2:00:45 PM","Katie (Main) Long"
2996,"Alpharetta","2025-06-19",2442,0,"",2442,"6/27/2025, 5:00:03 PM","Admin User"
3001,"Collective Learning","2025-06-19",275,0,"",275,"6/27/2025, 5:02:09 PM","Admin User"
3000,"Sandy Springs","2025-06-19",856,0,"",856,"6/27/2025, 5:01:33 PM","Admin User"
2998,"East Cobb/Roswell","2025-06-19",2774,0,"",2774,"6/27/2025, 5:00:44 PM","Admin User"
2828,"Groups","2025-06-11",0,4259,"Groups: 4259",4259,"6/13/2025, 11:44:51 PM","Admin User"
2822,"Dunwoody/PTC","2025-06-11",1251,0,"",1251,"6/13/2025, 11:20:54 PM","Admin User"
2847,"Collective Learning","2025-06-11",300,0,"",300,"6/14/2025, 12:28:11 AM","Admin User"
2824,"Sandy Springs","2025-06-11",203,0,"",203,"6/13/2025, 11:21:40 PM","Admin User"
2823,"East Cobb/Roswell","2025-06-11",1986,0,"",1986,"6/13/2025, 11:21:24 PM","Admin User"
3202,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2025-06-11",1047,0,"",1047,"7/30/2025, 1:59:37 PM","Katie (Main) Long"
2825,"Flowery Branch","2025-06-11",0,258,"The Retreat: 258",258,"6/13/2025, 11:21:57 PM","Admin User"
2821,"Alpharetta","2025-06-11",2964,0,"",2964,"6/13/2025, 11:20:28 PM","Admin User"
3027,"Groups","2025-06-04",0,550,"Groups: 550",550,"7/2/2025, 7:47:58 PM","Admin User"
3136,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2025-06-04",1221,0,"",1221,"7/2/2025, 10:12:17 PM","Admin User"
2815,"Alpharetta","2025-06-04",2767,0,"",2767,"6/13/2025, 11:13:17 PM","Admin User"
2816,"Dunwoody/PTC","2025-06-04",1188,0,"",1188,"6/13/2025, 11:14:01 PM","Admin User"
2817,"East Cobb/Roswell","2025-06-04",2059,0,"",2059,"6/13/2025, 11:14:21 PM","Admin User"
2818,"Sandy Springs","2025-06-04",134,0,"",134,"6/13/2025, 11:14:41 PM","Admin User"
2819,"Flowery Branch","2025-06-04",689,0,"",689,"6/13/2025, 11:15:05 PM","Admin User"
2820,"Collective Learning","2025-06-04",250,0,"",250,"6/13/2025, 11:20:04 PM","Admin User"
2845,"Collective Learning","2025-05-29",250,0,"",250,"6/14/2025, 12:28:11 AM","Admin User"
3130,"Alpharetta","2025-05-29",768,0,"",768,"7/2/2025, 10:12:17 PM","Admin User"
3026,"Groups","2025-05-29",0,100,"Groups: 100",100,"7/2/2025, 7:47:58 PM","Admin User"
3135,"Flowery Branch","2025-05-29",275,0,"",275,"7/2/2025, 10:12:17 PM","Admin User"
3133,"Sandy Springs","2025-05-29",529,0,"",529,"7/2/2025, 10:12:17 PM","Admin User"
3132,"East Cobb/Roswell","2025-05-29",901,0,"",901,"7/2/2025, 10:12:17 PM","Admin User"
3131,"Dunwoody/PTC","2025-05-29",1066,0,"",1066,"7/2/2025, 10:12:17 PM","Admin User"
2810,"Alpharetta","2025-05-28",1575,0,"",1575,"6/8/2025, 1:06:09 PM","Admin User"
2811,"Intown/Druid Hills/Oak Grove/Chamblee/Brookhaven/Buckhead","2025-05-28",832,0,"",832,"6/8/2025, 1:06:09 PM","Admin User"
2808,"Flowery Branch","2025-05-21",285,0,"",285,"6/8/2025, 1:06:09 PM","Admin User"
